uid,area,outages,customers,percent_out,dt_stamp
Allegany2023-12-05T06:45:34,Allegany,0,37315,0.000,12/05/2023 06:45:34 AM
Anne_Arundel2023-12-05T06:45:34,Anne Arundel,12,262862,0.005,12/05/2023 06:45:34 AM
Baltimore2023-12-05T06:45:34,Baltimore,4,378229,0.001,12/05/2023 06:45:34 AM
Baltimore_City2023-12-05T06:45:34,Baltimore City,0,287082,0.000,12/05/2023 06:45:34 AM
Calvert2023-12-05T06:45:34,Calvert,0,41951,0.000,12/05/2023 06:45:34 AM
Caroline2023-12-05T06:45:34,Caroline,0,16018,0.000,12/05/2023 06:45:34 AM
Carroll2023-12-05T06:45:34,Carroll,0,76573,0.000,12/05/2023 06:45:34 AM
Cecil2023-12-05T06:45:34,Cecil,0,50177,0.000,12/05/2023 06:45:34 AM
Charles2023-12-05T06:45:34,Charles,0,71620,0.000,12/05/2023 06:45:34 AM
Dorchester2023-12-05T06:45:34,Dorchester,0,19550,0.000,12/05/2023 06:45:34 AM
Frederick2023-12-05T06:45:34,Frederick,0,116456,0.000,12/05/2023 06:45:34 AM
Garrett2023-12-05T06:45:34,Garrett,0,20419,0.000,12/05/2023 06:45:34 AM
Harford2023-12-05T06:45:34,Harford,4,114834,0.003,12/05/2023 06:45:34 AM
Howard2023-12-05T06:45:34,Howard,4,139380,0.003,12/05/2023 06:45:34 AM
Kent2023-12-05T06:45:34,Kent,0,12186,0.000,12/05/2023 06:45:34 AM
Montgomery2023-12-05T06:45:34,Montgomery,0,383430,0.000,12/05/2023 06:45:34 AM
Prince_George's2023-12-05T06:45:34,Prince George's,4,350648,0.001,12/05/2023 06:45:34 AM
Queen_Anne's2023-12-05T06:45:34,Queen Anne's,0,26900,0.000,12/05/2023 06:45:34 AM
Somerset2023-12-05T06:45:34,Somerset,0,11182,0.000,12/05/2023 06:45:34 AM
St._Mary's2023-12-05T06:45:34,St. Mary's,0,56116,0.000,12/05/2023 06:45:34 AM
Talbot2023-12-05T06:45:34,Talbot,0,23518,0.000,12/05/2023 06:45:34 AM
Washington2023-12-05T06:45:34,Washington,0,53997,0.000,12/05/2023 06:45:34 AM
Wicomico2023-12-05T06:45:34,Wicomico,4,49638,0.008,12/05/2023 06:45:34 AM
Worcester2023-12-05T06:45:34,Worcester,0,58066,0.000,12/05/2023 06:45:34 AM
Allegany2023-11-18T15:30:35,Allegany,0,37284,0.000,11/18/2023 03:30:35 PM
Anne_Arundel2023-11-18T15:30:35,Anne Arundel,4,262721,0.002,11/18/2023 03:30:35 PM
Baltimore2023-11-18T15:30:35,Baltimore,15,378027,0.004,11/18/2023 03:30:35 PM
Baltimore_City2023-11-18T15:30:35,Baltimore City,136,286715,0.047,11/18/2023 03:30:35 PM
Calvert2023-11-18T15:30:35,Calvert,0,41932,0.000,11/18/2023 03:30:35 PM
Caroline2023-11-18T15:30:35,Caroline,0,16285,0.000,11/18/2023 03:30:35 PM
Carroll2023-11-18T15:30:35,Carroll,36,76548,0.047,11/18/2023 03:30:35 PM
Cecil2023-11-18T15:30:35,Cecil,0,50442,0.000,11/18/2023 03:30:35 PM
Charles2023-11-18T15:30:35,Charles,7,71555,0.010,11/18/2023 03:30:35 PM
Dorchester2023-11-18T15:30:35,Dorchester,0,19981,0.000,11/18/2023 03:30:35 PM
Frederick2023-11-18T15:30:35,Frederick,0,116375,0.000,11/18/2023 03:30:35 PM
Garrett2023-11-18T15:30:35,Garrett,0,20424,0.000,11/18/2023 03:30:35 PM
Harford2023-11-18T15:30:35,Harford,0,114803,0.000,11/18/2023 03:30:35 PM
Howard2023-11-18T15:30:35,Howard,0,139312,0.000,11/18/2023 03:30:35 PM
Allegany2023-12-05T07:00:36,Allegany,0,37315,0.000,12/05/2023 07:00:36 AM
Anne_Arundel2023-12-05T07:00:36,Anne Arundel,4,262862,0.002,12/05/2023 07:00:36 AM
Baltimore2023-12-05T07:00:36,Baltimore,4,378229,0.001,12/05/2023 07:00:36 AM
Baltimore_City2023-12-05T07:00:36,Baltimore City,0,287082,0.000,12/05/2023 07:00:36 AM
Calvert2023-12-05T07:00:36,Calvert,0,41951,0.000,12/05/2023 07:00:36 AM
Caroline2023-12-05T07:00:36,Caroline,0,16018,0.000,12/05/2023 07:00:36 AM
Carroll2023-12-05T07:00:36,Carroll,0,76573,0.000,12/05/2023 07:00:36 AM
Cecil2023-12-05T07:00:36,Cecil,0,50177,0.000,12/05/2023 07:00:36 AM
Charles2023-12-05T07:00:36,Charles,0,71620,0.000,12/05/2023 07:00:36 AM
Dorchester2023-12-05T07:00:36,Dorchester,0,19550,0.000,12/05/2023 07:00:36 AM
Frederick2023-12-05T07:00:36,Frederick,0,116456,0.000,12/05/2023 07:00:36 AM
Garrett2023-12-05T07:00:36,Garrett,0,20419,0.000,12/05/2023 07:00:36 AM
Harford2023-12-05T07:00:36,Harford,4,114834,0.003,12/05/2023 07:00:36 AM
Howard2023-12-05T07:00:36,Howard,4,139380,0.003,12/05/2023 07:00:36 AM
Kent2023-12-05T07:00:36,Kent,0,12186,0.000,12/05/2023 07:00:36 AM
Montgomery2023-12-05T07:00:36,Montgomery,0,383430,0.000,12/05/2023 07:00:36 AM
Prince_George's2023-12-05T07:00:36,Prince George's,4,350648,0.001,12/05/2023 07:00:36 AM
Queen_Anne's2023-12-05T07:00:36,Queen Anne's,0,26900,0.000,12/05/2023 07:00:36 AM
Somerset2023-12-05T07:00:36,Somerset,0,11182,0.000,12/05/2023 07:00:36 AM
St._Mary's2023-12-05T07:00:36,St. Mary's,0,56116,0.000,12/05/2023 07:00:36 AM
Talbot2023-12-05T07:00:36,Talbot,0,23518,0.000,12/05/2023 07:00:36 AM
Washington2023-12-05T07:00:36,Washington,0,53997,0.000,12/05/2023 07:00:36 AM
Wicomico2023-12-05T07:00:36,Wicomico,4,49638,0.008,12/05/2023 07:00:36 AM
Worcester2023-12-05T07:00:36,Worcester,0,58066,0.000,12/05/2023 07:00:36 AM
Allegany2023-12-05T07:15:35,Allegany,1,37315,0.003,12/05/2023 07:15:35 AM
Allegany2023-11-14T16:00:38,Allegany,0,37284,0.000,11/14/2023 04:00:38 PM
Kent2023-11-18T15:30:35,Kent,0,12369,0.000,11/18/2023 03:30:35 PM
Montgomery2023-11-18T15:30:35,Montgomery,0,383408,0.000,11/18/2023 03:30:35 PM
Prince_George's2023-11-18T15:30:35,Prince George's,15,350561,0.004,11/18/2023 03:30:35 PM
Queen_Anne's2023-11-18T15:30:35,Queen Anne's,0,27561,0.000,11/18/2023 03:30:35 PM
Somerset2023-11-18T15:30:35,Somerset,0,11425,0.000,11/18/2023 03:30:35 PM
St._Mary's2023-11-18T15:30:35,St. Mary's,1,56107,0.002,11/18/2023 03:30:35 PM
Talbot2023-11-18T15:30:35,Talbot,0,23725,0.000,11/18/2023 03:30:35 PM
Washington2023-11-18T15:30:35,Washington,0,53965,0.000,11/18/2023 03:30:35 PM
Allegany2023-11-21T23:15:35,Allegany,0,37286,0.000,11/21/2023 11:15:35 PM
Anne_Arundel2023-11-21T23:15:35,Anne Arundel,847,262731,0.322,11/21/2023 11:15:35 PM
Baltimore2023-11-21T23:15:35,Baltimore,480,378074,0.127,11/21/2023 11:15:35 PM
Baltimore_City2023-11-21T23:15:35,Baltimore City,143,286710,0.050,11/21/2023 11:15:35 PM
Calvert2023-11-21T23:15:35,Calvert,14,41931,0.033,11/21/2023 11:15:35 PM
Caroline2023-11-21T23:15:35,Caroline,132,16271,0.811,11/21/2023 11:15:35 PM
Carroll2023-11-21T23:15:35,Carroll,13,76544,0.017,11/21/2023 11:15:35 PM
Cecil2023-11-21T23:15:35,Cecil,4,50434,0.008,11/21/2023 11:15:35 PM
Charles2023-11-21T23:15:35,Charles,41,71555,0.057,11/21/2023 11:15:35 PM
Dorchester2023-11-21T23:15:35,Dorchester,0,19976,0.000,11/21/2023 11:15:35 PM
Frederick2023-11-21T23:15:35,Frederick,5,116375,0.004,11/21/2023 11:15:35 PM
Garrett2023-11-21T23:15:35,Garrett,0,20424,0.000,11/21/2023 11:15:35 PM
Harford2023-11-21T23:15:35,Harford,40,114821,0.035,11/21/2023 11:15:35 PM
Howard2023-11-21T23:15:35,Howard,17,139325,0.012,11/21/2023 11:15:35 PM
Kent2023-11-21T23:15:35,Kent,0,12367,0.000,11/21/2023 11:15:35 PM
Montgomery2023-11-21T23:15:35,Montgomery,29,383402,0.008,11/21/2023 11:15:35 PM
Prince_George's2023-11-21T23:15:35,Prince George's,283,350533,0.081,11/21/2023 11:15:35 PM
Queen_Anne's2023-11-21T23:15:35,Queen Anne's,0,27556,0.000,11/21/2023 11:15:35 PM
Somerset2023-11-21T23:15:35,Somerset,0,11424,0.000,11/21/2023 11:15:35 PM
St._Mary's2023-11-21T23:15:35,St. Mary's,5,56107,0.009,11/21/2023 11:15:35 PM
Talbot2023-11-21T23:15:35,Talbot,0,23717,0.000,11/21/2023 11:15:35 PM
Washington2023-11-21T23:15:35,Washington,0,53965,0.000,11/21/2023 11:15:35 PM
Wicomico2023-11-21T23:15:35,Wicomico,29,50328,0.058,11/21/2023 11:15:35 PM
Worcester2023-11-21T23:15:35,Worcester,3,60011,0.005,11/21/2023 11:15:35 PM
Anne_Arundel2023-11-14T16:00:38,Anne Arundel,5,262583,0.002,11/14/2023 04:00:38 PM
Wicomico2023-11-18T15:30:35,Wicomico,0,50337,0.000,11/18/2023 03:30:35 PM
Baltimore2023-11-14T16:00:38,Baltimore,4,377947,0.001,11/14/2023 04:00:38 PM
Worcester2023-11-18T15:30:35,Worcester,0,60030,0.000,11/18/2023 03:30:35 PM
Allegany2023-11-21T23:30:36,Allegany,0,37286,0.000,11/21/2023 11:30:36 PM
Anne_Arundel2023-11-21T23:30:36,Anne Arundel,927,262731,0.353,11/21/2023 11:30:36 PM
Baltimore2023-11-21T23:30:36,Baltimore,818,378074,0.216,11/21/2023 11:30:36 PM
Baltimore_City2023-11-21T23:30:36,Baltimore City,143,286710,0.050,11/21/2023 11:30:36 PM
Calvert2023-11-21T23:30:36,Calvert,14,41931,0.033,11/21/2023 11:30:36 PM
Caroline2023-11-21T23:30:36,Caroline,132,16271,0.811,11/21/2023 11:30:36 PM
Carroll2023-11-21T23:30:36,Carroll,13,76544,0.017,11/21/2023 11:30:36 PM
Cecil2023-11-21T23:30:36,Cecil,4,50434,0.008,11/21/2023 11:30:36 PM
Charles2023-11-21T23:30:36,Charles,7,71555,0.010,11/21/2023 11:30:36 PM
Dorchester2023-11-21T23:30:36,Dorchester,0,19976,0.000,11/21/2023 11:30:36 PM
Frederick2023-11-21T23:30:36,Frederick,5,116375,0.004,11/21/2023 11:30:36 PM
Garrett2023-11-21T23:30:36,Garrett,0,20424,0.000,11/21/2023 11:30:36 PM
Harford2023-11-21T23:30:36,Harford,41,114821,0.036,11/21/2023 11:30:36 PM
Howard2023-11-21T23:30:36,Howard,17,139325,0.012,11/21/2023 11:30:36 PM
Kent2023-11-21T23:30:36,Kent,12,12367,0.097,11/21/2023 11:30:36 PM
Montgomery2023-11-21T23:30:36,Montgomery,49,383402,0.013,11/21/2023 11:30:36 PM
Prince_George's2023-11-21T23:30:36,Prince George's,186,350533,0.053,11/21/2023 11:30:36 PM
Queen_Anne's2023-11-21T23:30:36,Queen Anne's,0,27556,0.000,11/21/2023 11:30:36 PM
Somerset2023-11-21T23:30:36,Somerset,0,11424,0.000,11/21/2023 11:30:36 PM
St._Mary's2023-11-21T23:30:36,St. Mary's,5,56107,0.009,11/21/2023 11:30:36 PM
Talbot2023-11-21T23:30:36,Talbot,0,23717,0.000,11/21/2023 11:30:36 PM
Washington2023-11-21T23:30:36,Washington,0,53965,0.000,11/21/2023 11:30:36 PM
Wicomico2023-11-21T23:30:36,Wicomico,29,50328,0.058,11/21/2023 11:30:36 PM
Anne_Arundel2023-12-05T07:15:35,Anne Arundel,4,262862,0.002,12/05/2023 07:15:35 AM
Baltimore2023-12-05T07:15:35,Baltimore,4,378229,0.001,12/05/2023 07:15:35 AM
Baltimore_City2023-12-05T07:15:35,Baltimore City,0,287082,0.000,12/05/2023 07:15:35 AM
Calvert2023-12-05T07:15:35,Calvert,0,41951,0.000,12/05/2023 07:15:35 AM
Caroline2023-12-05T07:15:35,Caroline,0,16018,0.000,12/05/2023 07:15:35 AM
Carroll2023-12-05T07:15:35,Carroll,0,76573,0.000,12/05/2023 07:15:35 AM
Cecil2023-12-05T07:15:35,Cecil,0,50177,0.000,12/05/2023 07:15:35 AM
Charles2023-12-05T07:15:35,Charles,0,71620,0.000,12/05/2023 07:15:35 AM
Dorchester2023-12-05T07:15:35,Dorchester,0,19550,0.000,12/05/2023 07:15:35 AM
Frederick2023-12-05T07:15:35,Frederick,0,116456,0.000,12/05/2023 07:15:35 AM
Garrett2023-12-05T07:15:35,Garrett,0,20419,0.000,12/05/2023 07:15:35 AM
Harford2023-12-05T07:15:35,Harford,4,114834,0.003,12/05/2023 07:15:35 AM
Howard2023-12-05T07:15:35,Howard,4,139380,0.003,12/05/2023 07:15:35 AM
Kent2023-12-05T07:15:35,Kent,0,12186,0.000,12/05/2023 07:15:35 AM
Montgomery2023-12-05T07:15:35,Montgomery,0,383430,0.000,12/05/2023 07:15:35 AM
Prince_George's2023-12-05T07:15:35,Prince George's,4,350648,0.001,12/05/2023 07:15:35 AM
Queen_Anne's2023-12-05T07:15:35,Queen Anne's,0,26900,0.000,12/05/2023 07:15:35 AM
Somerset2023-12-05T07:15:35,Somerset,0,11182,0.000,12/05/2023 07:15:35 AM
St._Mary's2023-12-05T07:15:35,St. Mary's,0,56116,0.000,12/05/2023 07:15:35 AM
Talbot2023-12-05T07:15:35,Talbot,0,23518,0.000,12/05/2023 07:15:35 AM
Washington2023-12-05T07:15:35,Washington,0,53997,0.000,12/05/2023 07:15:35 AM
Wicomico2023-12-05T07:15:35,Wicomico,4,49638,0.008,12/05/2023 07:15:35 AM
Worcester2023-12-05T07:15:35,Worcester,0,58066,0.000,12/05/2023 07:15:35 AM
Allegany2023-11-18T15:45:35,Allegany,0,37284,0.000,11/18/2023 03:45:35 PM
Anne_Arundel2023-11-18T15:45:35,Anne Arundel,4,262721,0.002,11/18/2023 03:45:35 PM
Baltimore2023-11-18T15:45:35,Baltimore,15,378027,0.004,11/18/2023 03:45:35 PM
Baltimore_City2023-11-18T15:45:35,Baltimore City,136,286715,0.047,11/18/2023 03:45:35 PM
Calvert2023-11-18T15:45:35,Calvert,0,41932,0.000,11/18/2023 03:45:35 PM
Caroline2023-11-18T15:45:35,Caroline,0,16285,0.000,11/18/2023 03:45:35 PM
Carroll2023-11-18T15:45:35,Carroll,36,76548,0.047,11/18/2023 03:45:35 PM
Cecil2023-11-18T15:45:35,Cecil,0,50442,0.000,11/18/2023 03:45:35 PM
Charles2023-11-18T15:45:35,Charles,1,71555,0.001,11/18/2023 03:45:35 PM
Dorchester2023-11-18T15:45:35,Dorchester,0,19981,0.000,11/18/2023 03:45:35 PM
Frederick2023-11-18T15:45:35,Frederick,0,116375,0.000,11/18/2023 03:45:35 PM
Garrett2023-11-18T15:45:35,Garrett,0,20424,0.000,11/18/2023 03:45:35 PM
Worcester2023-11-21T23:30:36,Worcester,3,60011,0.005,11/21/2023 11:30:36 PM
Allegany2023-11-23T15:30:35,Allegany,1,37286,0.003,11/23/2023 03:30:35 PM
Anne_Arundel2023-11-23T15:30:35,Anne Arundel,4,262754,0.002,11/23/2023 03:30:35 PM
Baltimore2023-11-23T15:30:35,Baltimore,0,378129,0.000,11/23/2023 03:30:35 PM
Baltimore_City2023-11-23T15:30:35,Baltimore City,4,286835,0.001,11/23/2023 03:30:35 PM
Calvert2023-11-23T15:30:35,Calvert,1,41933,0.002,11/23/2023 03:30:35 PM
Caroline2023-11-23T15:30:35,Caroline,0,16285,0.000,11/23/2023 03:30:35 PM
Carroll2023-11-23T15:30:35,Carroll,0,76546,0.000,11/23/2023 03:30:35 PM
Cecil2023-11-23T15:30:35,Cecil,0,50437,0.000,11/23/2023 03:30:35 PM
Charles2023-11-23T15:30:35,Charles,0,71555,0.000,11/23/2023 03:30:35 PM
Dorchester2023-11-23T15:30:35,Dorchester,0,19981,0.000,11/23/2023 03:30:35 PM
Harford2023-11-18T15:45:35,Harford,0,114803,0.000,11/18/2023 03:45:35 PM
Howard2023-11-18T15:45:35,Howard,0,139312,0.000,11/18/2023 03:45:35 PM
Kent2023-11-18T15:45:35,Kent,0,12369,0.000,11/18/2023 03:45:35 PM
Montgomery2023-11-18T15:45:35,Montgomery,0,383408,0.000,11/18/2023 03:45:35 PM
Prince_George's2023-11-18T15:45:35,Prince George's,9,350561,0.003,11/18/2023 03:45:35 PM
Queen_Anne's2023-11-18T15:45:35,Queen Anne's,0,27561,0.000,11/18/2023 03:45:35 PM
Somerset2023-11-18T15:45:35,Somerset,0,11425,0.000,11/18/2023 03:45:35 PM
St._Mary's2023-11-18T15:45:35,St. Mary's,1,56107,0.002,11/18/2023 03:45:35 PM
Talbot2023-11-18T15:45:35,Talbot,0,23725,0.000,11/18/2023 03:45:35 PM
Washington2023-11-18T15:45:35,Washington,1,53965,0.002,11/18/2023 03:45:35 PM
Wicomico2023-11-18T15:45:35,Wicomico,0,50337,0.000,11/18/2023 03:45:35 PM
Allegany2023-11-21T23:45:36,Allegany,0,37286,0.000,11/21/2023 11:45:36 PM
Anne_Arundel2023-11-21T23:45:36,Anne Arundel,927,262731,0.353,11/21/2023 11:45:36 PM
Baltimore2023-11-21T23:45:36,Baltimore,820,378074,0.217,11/21/2023 11:45:36 PM
Baltimore_City2023-11-21T23:45:36,Baltimore City,143,286710,0.050,11/21/2023 11:45:36 PM
Calvert2023-11-21T23:45:36,Calvert,14,41931,0.033,11/21/2023 11:45:36 PM
Caroline2023-11-21T23:45:36,Caroline,132,16271,0.811,11/21/2023 11:45:36 PM
Carroll2023-11-21T23:45:36,Carroll,11,76544,0.014,11/21/2023 11:45:36 PM
Cecil2023-11-21T23:45:36,Cecil,51,50434,0.101,11/21/2023 11:45:36 PM
Charles2023-11-21T23:45:36,Charles,20,71555,0.028,11/21/2023 11:45:36 PM
Dorchester2023-11-21T23:45:36,Dorchester,0,19976,0.000,11/21/2023 11:45:36 PM
Frederick2023-11-21T23:45:36,Frederick,5,116375,0.004,11/21/2023 11:45:36 PM
Garrett2023-11-21T23:45:36,Garrett,0,20424,0.000,11/21/2023 11:45:36 PM
Allegany2023-12-05T07:30:43,Allegany,1,37315,0.003,12/05/2023 07:30:43 AM
Anne_Arundel2023-12-05T07:30:43,Anne Arundel,4,262862,0.002,12/05/2023 07:30:43 AM
Baltimore2023-12-05T07:30:43,Baltimore,4,378229,0.001,12/05/2023 07:30:43 AM
Baltimore_City2023-12-05T07:30:43,Baltimore City,0,287082,0.000,12/05/2023 07:30:43 AM
Calvert2023-12-05T07:30:43,Calvert,0,41951,0.000,12/05/2023 07:30:43 AM
Caroline2023-12-05T07:30:43,Caroline,0,16018,0.000,12/05/2023 07:30:43 AM
Carroll2023-12-05T07:30:43,Carroll,0,76573,0.000,12/05/2023 07:30:43 AM
Cecil2023-12-05T07:30:43,Cecil,0,50177,0.000,12/05/2023 07:30:43 AM
Charles2023-12-05T07:30:43,Charles,0,71620,0.000,12/05/2023 07:30:43 AM
Dorchester2023-12-05T07:30:43,Dorchester,0,19550,0.000,12/05/2023 07:30:43 AM
Frederick2023-12-05T07:30:43,Frederick,170,116456,0.146,12/05/2023 07:30:43 AM
Garrett2023-12-05T07:30:43,Garrett,0,20419,0.000,12/05/2023 07:30:43 AM
Harford2023-12-05T07:30:43,Harford,4,114834,0.003,12/05/2023 07:30:43 AM
Howard2023-12-05T07:30:43,Howard,4,139380,0.003,12/05/2023 07:30:43 AM
Kent2023-12-05T07:30:43,Kent,0,12186,0.000,12/05/2023 07:30:43 AM
Montgomery2023-12-05T07:30:43,Montgomery,0,383430,0.000,12/05/2023 07:30:43 AM
Prince_George's2023-12-05T07:30:43,Prince George's,4,350648,0.001,12/05/2023 07:30:43 AM
Queen_Anne's2023-12-05T07:30:43,Queen Anne's,0,26900,0.000,12/05/2023 07:30:43 AM
Somerset2023-12-05T07:30:43,Somerset,0,11182,0.000,12/05/2023 07:30:43 AM
St._Mary's2023-12-05T07:30:43,St. Mary's,0,56116,0.000,12/05/2023 07:30:43 AM
Talbot2023-12-05T07:30:43,Talbot,0,23518,0.000,12/05/2023 07:30:43 AM
Washington2023-12-05T07:30:43,Washington,0,53997,0.000,12/05/2023 07:30:43 AM
Wicomico2023-12-05T07:30:43,Wicomico,4,49638,0.008,12/05/2023 07:30:43 AM
Worcester2023-12-05T07:30:43,Worcester,0,58066,0.000,12/05/2023 07:30:43 AM
Allegany2023-12-05T07:45:35,Allegany,1,37315,0.003,12/05/2023 07:45:35 AM
Anne_Arundel2023-12-05T07:45:35,Anne Arundel,4,262862,0.002,12/05/2023 07:45:35 AM
Baltimore2023-12-05T07:45:35,Baltimore,4,378229,0.001,12/05/2023 07:45:35 AM
Baltimore_City2023-12-05T07:45:35,Baltimore City,0,287082,0.000,12/05/2023 07:45:35 AM
Calvert2023-12-05T07:45:35,Calvert,0,41951,0.000,12/05/2023 07:45:35 AM
Caroline2023-12-05T07:45:35,Caroline,0,16018,0.000,12/05/2023 07:45:35 AM
Carroll2023-12-05T07:45:35,Carroll,0,76573,0.000,12/05/2023 07:45:35 AM
Cecil2023-12-05T07:45:35,Cecil,0,50177,0.000,12/05/2023 07:45:35 AM
Charles2023-12-05T07:45:35,Charles,6,71620,0.008,12/05/2023 07:45:35 AM
Dorchester2023-12-05T07:45:35,Dorchester,0,19550,0.000,12/05/2023 07:45:35 AM
Frederick2023-12-05T07:45:35,Frederick,220,116456,0.189,12/05/2023 07:45:35 AM
Garrett2023-12-05T07:45:35,Garrett,0,20419,0.000,12/05/2023 07:45:35 AM
Harford2023-12-05T07:45:35,Harford,4,114834,0.003,12/05/2023 07:45:35 AM
Worcester2023-11-18T15:45:35,Worcester,0,60030,0.000,11/18/2023 03:45:35 PM
Allegany2023-11-20T16:00:39,Allegany,0,37284,0.000,11/20/2023 04:00:39 PM
Anne_Arundel2023-11-20T16:00:39,Anne Arundel,44,262723,0.017,11/20/2023 04:00:39 PM
Baltimore2023-11-20T16:00:39,Baltimore,4,378045,0.001,11/20/2023 04:00:39 PM
Baltimore_City2023-11-20T16:00:39,Baltimore City,10,286702,0.003,11/20/2023 04:00:39 PM
Calvert2023-11-20T16:00:39,Calvert,14,41933,0.033,11/20/2023 04:00:39 PM
Allegany2023-11-18T16:00:40,Allegany,0,37284,0.000,11/18/2023 04:00:40 PM
Anne_Arundel2023-11-18T16:00:40,Anne Arundel,4,262721,0.002,11/18/2023 04:00:40 PM
Baltimore2023-11-18T16:00:40,Baltimore,4,378027,0.001,11/18/2023 04:00:40 PM
Baltimore_City2023-11-18T16:00:40,Baltimore City,136,286715,0.047,11/18/2023 04:00:40 PM
Calvert2023-11-18T16:00:40,Calvert,0,41932,0.000,11/18/2023 04:00:40 PM
Caroline2023-11-18T16:00:40,Caroline,0,16285,0.000,11/18/2023 04:00:40 PM
Carroll2023-11-18T16:00:40,Carroll,14,76548,0.018,11/18/2023 04:00:40 PM
Cecil2023-11-18T16:00:40,Cecil,0,50442,0.000,11/18/2023 04:00:40 PM
Charles2023-11-18T16:00:40,Charles,1,71555,0.001,11/18/2023 04:00:40 PM
Dorchester2023-11-18T16:00:40,Dorchester,0,19981,0.000,11/18/2023 04:00:40 PM
Frederick2023-11-18T16:00:40,Frederick,0,116375,0.000,11/18/2023 04:00:40 PM
Garrett2023-11-18T16:00:40,Garrett,0,20424,0.000,11/18/2023 04:00:40 PM
Harford2023-11-18T16:00:40,Harford,0,114803,0.000,11/18/2023 04:00:40 PM
Howard2023-11-18T16:00:40,Howard,0,139312,0.000,11/18/2023 04:00:40 PM
Kent2023-11-18T16:00:40,Kent,0,12369,0.000,11/18/2023 04:00:40 PM
Montgomery2023-11-18T16:00:40,Montgomery,0,383408,0.000,11/18/2023 04:00:40 PM
Prince_George's2023-11-18T16:00:40,Prince George's,9,350561,0.003,11/18/2023 04:00:40 PM
Queen_Anne's2023-11-18T16:00:40,Queen Anne's,0,27561,0.000,11/18/2023 04:00:40 PM
Somerset2023-11-18T16:00:40,Somerset,0,11425,0.000,11/18/2023 04:00:40 PM
Harford2023-11-21T23:45:36,Harford,48,114821,0.042,11/21/2023 11:45:36 PM
Howard2023-11-21T23:45:36,Howard,17,139325,0.012,11/21/2023 11:45:36 PM
Kent2023-11-21T23:45:36,Kent,12,12367,0.097,11/21/2023 11:45:36 PM
Montgomery2023-11-21T23:45:36,Montgomery,49,383402,0.013,11/21/2023 11:45:36 PM
Prince_George's2023-11-21T23:45:36,Prince George's,363,350533,0.104,11/21/2023 11:45:36 PM
Queen_Anne's2023-11-21T23:45:36,Queen Anne's,0,27556,0.000,11/21/2023 11:45:36 PM
Somerset2023-11-21T23:45:36,Somerset,0,11424,0.000,11/21/2023 11:45:36 PM
St._Mary's2023-11-21T23:45:36,St. Mary's,4,56107,0.007,11/21/2023 11:45:36 PM
Talbot2023-11-21T23:45:36,Talbot,0,23717,0.000,11/21/2023 11:45:36 PM
Washington2023-11-21T23:45:36,Washington,0,53965,0.000,11/21/2023 11:45:36 PM
Wicomico2023-11-21T23:45:36,Wicomico,29,50328,0.058,11/21/2023 11:45:36 PM
Worcester2023-11-21T23:45:36,Worcester,3,60011,0.005,11/21/2023 11:45:36 PM
Frederick2023-11-23T15:30:35,Frederick,0,116375,0.000,11/23/2023 03:30:35 PM
Garrett2023-11-23T15:30:35,Garrett,0,20424,0.000,11/23/2023 03:30:35 PM
Harford2023-11-23T15:30:35,Harford,49,114826,0.043,11/23/2023 03:30:35 PM
Howard2023-11-23T15:30:35,Howard,4,139340,0.003,11/23/2023 03:30:35 PM
Kent2023-11-23T15:30:35,Kent,0,12369,0.000,11/23/2023 03:30:35 PM
Montgomery2023-11-23T15:30:35,Montgomery,4,383403,0.001,11/23/2023 03:30:35 PM
Prince_George's2023-11-23T15:30:35,Prince George's,4,350553,0.001,11/23/2023 03:30:35 PM
Queen_Anne's2023-11-23T15:30:35,Queen Anne's,0,27558,0.000,11/23/2023 03:30:35 PM
Somerset2023-11-23T15:30:35,Somerset,0,11428,0.000,11/23/2023 03:30:35 PM
St._Mary's2023-11-23T15:30:35,St. Mary's,0,56107,0.000,11/23/2023 03:30:35 PM
St._Mary's2023-11-18T16:00:40,St. Mary's,1,56107,0.002,11/18/2023 04:00:40 PM
Talbot2023-11-18T16:00:40,Talbot,0,23725,0.000,11/18/2023 04:00:40 PM
Washington2023-11-18T16:00:40,Washington,22,53965,0.041,11/18/2023 04:00:40 PM
Talbot2023-11-23T15:30:35,Talbot,0,23724,0.000,11/23/2023 03:30:35 PM
Washington2023-11-23T15:30:35,Washington,0,53965,0.000,11/23/2023 03:30:35 PM
Howard2023-12-05T07:45:35,Howard,4,139380,0.003,12/05/2023 07:45:35 AM
Kent2023-12-05T07:45:35,Kent,0,12186,0.000,12/05/2023 07:45:35 AM
Montgomery2023-12-05T07:45:35,Montgomery,4,383430,0.001,12/05/2023 07:45:35 AM
Prince_George's2023-12-05T07:45:35,Prince George's,4,350648,0.001,12/05/2023 07:45:35 AM
Queen_Anne's2023-12-05T07:45:35,Queen Anne's,0,26900,0.000,12/05/2023 07:45:35 AM
Somerset2023-12-05T07:45:35,Somerset,1,11182,0.009,12/05/2023 07:45:35 AM
St._Mary's2023-12-05T07:45:35,St. Mary's,0,56116,0.000,12/05/2023 07:45:35 AM
Talbot2023-12-05T07:45:35,Talbot,0,23517,0.000,12/05/2023 07:45:35 AM
Washington2023-12-05T07:45:35,Washington,0,53997,0.000,12/05/2023 07:45:35 AM
