uid,area,outages,customers,percent_out,dt_stamp
Caroline2023-11-21T14:15:35,Caroline,0,16271,0.000,11/21/2023 02:15:35 PM
Carroll2023-11-21T14:15:35,Carroll,4,76548,0.005,11/21/2023 02:15:35 PM
Cecil2023-11-21T14:15:35,Cecil,0,50435,0.000,11/21/2023 02:15:35 PM
Charles2023-11-21T14:15:35,Charles,0,71555,0.000,11/21/2023 02:15:35 PM
Charles2023-12-02T21:00:35,Charles,0,71555,0.000,12/02/2023 09:00:35 PM
Allegany2023-12-02T20:00:35,Allegany,0,37319,0.000,12/02/2023 08:00:35 PM
Anne_Arundel2023-12-02T20:00:35,Anne Arundel,4,262854,0.002,12/02/2023 08:00:35 PM
Baltimore2023-12-02T20:00:35,Baltimore,8,378267,0.002,12/02/2023 08:00:35 PM
Baltimore_City2023-12-02T20:00:35,Baltimore City,4,287060,0.001,12/02/2023 08:00:35 PM
Calvert2023-12-02T20:00:35,Calvert,0,41936,0.000,12/02/2023 08:00:35 PM
Caroline2023-12-02T20:00:35,Caroline,0,16167,0.000,12/02/2023 08:00:35 PM
Carroll2023-12-02T20:00:35,Carroll,0,76564,0.000,12/02/2023 08:00:35 PM
Cecil2023-12-02T20:00:35,Cecil,0,50413,0.000,12/02/2023 08:00:35 PM
Charles2023-12-02T20:00:35,Charles,0,71555,0.000,12/02/2023 08:00:35 PM
Dorchester2023-12-02T20:00:35,Dorchester,0,19760,0.000,12/02/2023 08:00:35 PM
Frederick2023-12-02T20:00:35,Frederick,0,116444,0.000,12/02/2023 08:00:35 PM
Garrett2023-12-02T20:00:35,Garrett,0,20419,0.000,12/02/2023 08:00:35 PM
Harford2023-12-02T20:00:35,Harford,0,114839,0.000,12/02/2023 08:00:35 PM
Howard2023-12-02T20:00:35,Howard,4,139365,0.003,12/02/2023 08:00:35 PM
Allegany2023-11-17T09:30:35,Allegany,0,37284,0.000,11/17/2023 09:30:35 AM
Caroline2023-11-23T18:45:35,Caroline,0,16285,0.000,11/23/2023 06:45:35 PM
Kent2023-12-02T20:00:35,Kent,0,12348,0.000,12/02/2023 08:00:35 PM
Montgomery2023-12-02T20:00:35,Montgomery,16,383429,0.004,12/02/2023 08:00:35 PM
Prince_George's2023-12-02T20:00:35,Prince George's,0,350583,0.000,12/02/2023 08:00:35 PM
Queen_Anne's2023-12-02T20:00:35,Queen Anne's,0,27547,0.000,12/02/2023 08:00:35 PM
Somerset2023-12-02T20:00:35,Somerset,0,11379,0.000,12/02/2023 08:00:35 PM
St._Mary's2023-12-02T20:00:35,St. Mary's,11,56107,0.020,12/02/2023 08:00:35 PM
Talbot2023-12-02T20:00:35,Talbot,0,23686,0.000,12/02/2023 08:00:35 PM
Washington2023-12-02T20:00:35,Washington,0,53993,0.000,12/02/2023 08:00:35 PM
Wicomico2023-12-02T20:00:35,Wicomico,0,50246,0.000,12/02/2023 08:00:35 PM
Worcester2023-12-02T20:00:35,Worcester,0,59854,0.000,12/02/2023 08:00:35 PM
Allegany2023-12-02T20:15:34,Allegany,0,37319,0.000,12/02/2023 08:15:34 PM
Anne_Arundel2023-12-02T20:15:34,Anne Arundel,4,262854,0.002,12/02/2023 08:15:34 PM
Baltimore2023-12-02T20:15:34,Baltimore,8,378267,0.002,12/02/2023 08:15:34 PM
Baltimore_City2023-12-02T20:15:34,Baltimore City,4,287060,0.001,12/02/2023 08:15:34 PM
Calvert2023-12-02T20:15:34,Calvert,0,41936,0.000,12/02/2023 08:15:34 PM
Anne_Arundel2023-11-17T09:30:35,Anne Arundel,4,262690,0.002,11/17/2023 09:30:35 AM
Baltimore2023-11-17T09:30:35,Baltimore,136,377963,0.036,11/17/2023 09:30:35 AM
Allegany2023-11-20T02:45:35,Allegany,0,37284,0.000,11/20/2023 02:45:35 AM
Anne_Arundel2023-11-20T02:45:35,Anne Arundel,0,262723,0.000,11/20/2023 02:45:35 AM
Caroline2023-12-02T20:15:34,Caroline,0,16167,0.000,12/02/2023 08:15:34 PM
Carroll2023-12-02T20:15:34,Carroll,0,76564,0.000,12/02/2023 08:15:34 PM
Baltimore_City2023-11-17T09:30:35,Baltimore City,4,286636,0.001,11/17/2023 09:30:35 AM
Calvert2023-11-17T09:30:35,Calvert,0,41931,0.000,11/17/2023 09:30:35 AM
Caroline2023-11-17T09:30:35,Caroline,0,16283,0.000,11/17/2023 09:30:35 AM
Allegany2023-11-21T13:45:36,Allegany,1,37286,0.003,11/21/2023 01:45:36 PM
Anne_Arundel2023-11-21T13:45:36,Anne Arundel,4,262720,0.002,11/21/2023 01:45:36 PM
Baltimore2023-11-21T13:45:36,Baltimore,74,378061,0.020,11/21/2023 01:45:36 PM
Baltimore_City2023-11-21T13:45:36,Baltimore City,73,286653,0.025,11/21/2023 01:45:36 PM
Calvert2023-11-21T13:45:36,Calvert,0,41931,0.000,11/21/2023 01:45:36 PM
Caroline2023-11-21T13:45:36,Caroline,0,16272,0.000,11/21/2023 01:45:36 PM
Carroll2023-11-21T13:45:36,Carroll,5,76548,0.007,11/21/2023 01:45:36 PM
Cecil2023-11-21T13:45:36,Cecil,0,50435,0.000,11/21/2023 01:45:36 PM
Charles2023-11-21T13:45:36,Charles,0,71555,0.000,11/21/2023 01:45:36 PM
Dorchester2023-11-21T13:45:36,Dorchester,0,19978,0.000,11/21/2023 01:45:36 PM
Frederick2023-11-21T13:45:36,Frederick,16,116375,0.014,11/21/2023 01:45:36 PM
Garrett2023-11-21T13:45:36,Garrett,0,20424,0.000,11/21/2023 01:45:36 PM
Harford2023-11-21T13:45:36,Harford,0,114811,0.000,11/21/2023 01:45:36 PM
Howard2023-11-21T13:45:36,Howard,4,139329,0.003,11/21/2023 01:45:36 PM
Kent2023-11-21T13:45:36,Kent,0,12367,0.000,11/21/2023 01:45:36 PM
Montgomery2023-11-21T13:45:36,Montgomery,191,383402,0.050,11/21/2023 01:45:36 PM
Cecil2023-12-02T20:15:34,Cecil,0,50413,0.000,12/02/2023 08:15:34 PM
Prince_George's2023-11-21T13:45:36,Prince George's,11,350542,0.003,11/21/2023 01:45:36 PM
Charles2023-12-02T20:15:34,Charles,0,71555,0.000,12/02/2023 08:15:34 PM
Dorchester2023-12-02T20:15:34,Dorchester,0,19760,0.000,12/02/2023 08:15:34 PM
Frederick2023-12-02T20:15:34,Frederick,0,116444,0.000,12/02/2023 08:15:34 PM
Garrett2023-12-02T20:15:34,Garrett,0,20419,0.000,12/02/2023 08:15:34 PM
Harford2023-12-02T20:15:34,Harford,0,114839,0.000,12/02/2023 08:15:34 PM
Carroll2023-11-17T09:30:35,Carroll,1,76545,0.001,11/17/2023 09:30:35 AM
Queen_Anne's2023-11-21T13:45:36,Queen Anne's,0,27556,0.000,11/21/2023 01:45:36 PM
Somerset2023-11-21T13:45:36,Somerset,0,11426,0.000,11/21/2023 01:45:36 PM
St._Mary's2023-11-21T13:45:36,St. Mary's,0,56107,0.000,11/21/2023 01:45:36 PM
Howard2023-12-02T20:15:34,Howard,4,139365,0.003,12/02/2023 08:15:34 PM
Kent2023-12-02T20:15:34,Kent,0,12348,0.000,12/02/2023 08:15:34 PM
Montgomery2023-12-02T20:15:34,Montgomery,16,383429,0.004,12/02/2023 08:15:34 PM
Prince_George's2023-12-02T20:15:34,Prince George's,0,350583,0.000,12/02/2023 08:15:34 PM
Queen_Anne's2023-12-02T20:15:34,Queen Anne's,0,27547,0.000,12/02/2023 08:15:34 PM
Somerset2023-12-02T20:15:34,Somerset,0,11379,0.000,12/02/2023 08:15:34 PM
St._Mary's2023-12-02T20:15:34,St. Mary's,11,56107,0.020,12/02/2023 08:15:34 PM
Talbot2023-12-02T20:15:34,Talbot,0,23686,0.000,12/02/2023 08:15:34 PM
Washington2023-12-02T20:15:34,Washington,0,53993,0.000,12/02/2023 08:15:34 PM
Wicomico2023-12-02T20:15:34,Wicomico,0,50246,0.000,12/02/2023 08:15:34 PM
Worcester2023-12-02T20:15:34,Worcester,0,59854,0.000,12/02/2023 08:15:34 PM
Dorchester2023-12-02T21:00:35,Dorchester,0,19760,0.000,12/02/2023 09:00:35 PM
Frederick2023-12-02T21:00:35,Frederick,0,116444,0.000,12/02/2023 09:00:35 PM
Talbot2023-11-21T13:45:36,Talbot,0,23718,0.000,11/21/2023 01:45:36 PM
Garrett2023-12-02T21:00:35,Garrett,0,20419,0.000,12/02/2023 09:00:35 PM
Harford2023-12-02T21:00:35,Harford,0,114839,0.000,12/02/2023 09:00:35 PM
Howard2023-12-02T21:00:35,Howard,4,139365,0.003,12/02/2023 09:00:35 PM
Kent2023-12-02T21:00:35,Kent,0,12348,0.000,12/02/2023 09:00:35 PM
Montgomery2023-12-02T21:00:35,Montgomery,16,383429,0.004,12/02/2023 09:00:35 PM
Prince_George's2023-12-02T21:00:35,Prince George's,0,350583,0.000,12/02/2023 09:00:35 PM
Cecil2023-11-17T09:30:35,Cecil,4,50451,0.008,11/17/2023 09:30:35 AM
Charles2023-11-17T09:30:35,Charles,0,71555,0.000,11/17/2023 09:30:35 AM
Dorchester2023-11-17T09:30:35,Dorchester,0,19967,0.000,11/17/2023 09:30:35 AM
Washington2023-11-21T13:45:36,Washington,0,53965,0.000,11/21/2023 01:45:36 PM
Allegany2023-12-02T20:30:34,Allegany,0,37319,0.000,12/02/2023 08:30:34 PM
Anne_Arundel2023-12-02T20:30:34,Anne Arundel,4,262854,0.002,12/02/2023 08:30:34 PM
Baltimore2023-12-02T20:30:34,Baltimore,8,378267,0.002,12/02/2023 08:30:34 PM
Baltimore_City2023-12-02T20:30:34,Baltimore City,4,287060,0.001,12/02/2023 08:30:34 PM
Calvert2023-12-02T20:30:34,Calvert,0,41936,0.000,12/02/2023 08:30:34 PM
Caroline2023-12-02T20:30:34,Caroline,0,16167,0.000,12/02/2023 08:30:34 PM
Frederick2023-11-17T09:30:35,Frederick,1,116374,0.001,11/17/2023 09:30:35 AM
Garrett2023-11-17T09:30:35,Garrett,0,20424,0.000,11/17/2023 09:30:35 AM
Harford2023-11-17T09:30:35,Harford,4,114796,0.003,11/17/2023 09:30:35 AM
Howard2023-11-17T09:30:35,Howard,0,139318,0.000,11/17/2023 09:30:35 AM
Kent2023-11-17T09:30:35,Kent,0,12372,0.000,11/17/2023 09:30:35 AM
Wicomico2023-11-21T13:45:36,Wicomico,0,50329,0.000,11/21/2023 01:45:36 PM
Worcester2023-11-21T13:45:36,Worcester,1,60014,0.002,11/21/2023 01:45:36 PM
Caroline2023-11-22T14:15:36,Caroline,4,16265,0.025,11/22/2023 02:15:36 PM
Carroll2023-11-22T14:15:36,Carroll,4,76544,0.005,11/22/2023 02:15:36 PM
Cecil2023-11-22T14:15:36,Cecil,4,50434,0.008,11/22/2023 02:15:36 PM
Charles2023-11-22T14:15:36,Charles,52,71555,0.073,11/22/2023 02:15:36 PM
Dorchester2023-11-22T14:15:36,Dorchester,0,19975,0.000,11/22/2023 02:15:36 PM
Carroll2023-12-02T20:30:34,Carroll,0,76564,0.000,12/02/2023 08:30:34 PM
Cecil2023-12-02T20:30:34,Cecil,0,50413,0.000,12/02/2023 08:30:34 PM
Charles2023-12-02T20:30:34,Charles,0,71555,0.000,12/02/2023 08:30:34 PM
Dorchester2023-12-02T20:30:34,Dorchester,0,19760,0.000,12/02/2023 08:30:34 PM
Frederick2023-12-02T20:30:34,Frederick,0,116444,0.000,12/02/2023 08:30:34 PM
Garrett2023-12-02T20:30:34,Garrett,0,20419,0.000,12/02/2023 08:30:34 PM
Harford2023-12-02T20:30:34,Harford,0,114839,0.000,12/02/2023 08:30:34 PM
Howard2023-12-02T20:30:34,Howard,4,139365,0.003,12/02/2023 08:30:34 PM
Kent2023-12-02T20:30:34,Kent,0,12348,0.000,12/02/2023 08:30:34 PM
Montgomery2023-11-17T09:30:35,Montgomery,4,383405,0.001,11/17/2023 09:30:35 AM
Prince_George's2023-11-17T09:30:35,Prince George's,12,350551,0.003,11/17/2023 09:30:35 AM
Queen_Anne's2023-11-17T09:30:35,Queen Anne's,4,27561,0.015,11/17/2023 09:30:35 AM
Somerset2023-11-17T09:30:35,Somerset,0,11424,0.000,11/17/2023 09:30:35 AM
St._Mary's2023-11-17T09:30:35,St. Mary's,8,56107,0.014,11/17/2023 09:30:35 AM
Talbot2023-11-17T09:30:35,Talbot,0,23726,0.000,11/17/2023 09:30:35 AM
Washington2023-11-17T09:30:35,Washington,5,53965,0.009,11/17/2023 09:30:35 AM
Wicomico2023-11-17T09:30:35,Wicomico,5,50332,0.010,11/17/2023 09:30:35 AM
Worcester2023-11-17T09:30:35,Worcester,1,60030,0.002,11/17/2023 09:30:35 AM
Baltimore2023-11-20T02:45:35,Baltimore,4,378045,0.001,11/20/2023 02:45:35 AM
Baltimore_City2023-11-20T02:45:35,Baltimore City,0,286702,0.000,11/20/2023 02:45:35 AM
Montgomery2023-12-02T20:30:34,Montgomery,16,383429,0.004,12/02/2023 08:30:34 PM
Prince_George's2023-12-02T20:30:34,Prince George's,0,350583,0.000,12/02/2023 08:30:34 PM
Queen_Anne's2023-12-02T20:30:34,Queen Anne's,0,27547,0.000,12/02/2023 08:30:34 PM
Somerset2023-12-02T20:30:34,Somerset,0,11379,0.000,12/02/2023 08:30:34 PM
St._Mary's2023-12-02T20:30:34,St. Mary's,11,56107,0.020,12/02/2023 08:30:34 PM
Talbot2023-12-02T20:30:34,Talbot,0,23686,0.000,12/02/2023 08:30:34 PM
Washington2023-12-02T20:30:34,Washington,0,53993,0.000,12/02/2023 08:30:34 PM
Wicomico2023-12-02T20:30:34,Wicomico,0,50246,0.000,12/02/2023 08:30:34 PM
Worcester2023-12-02T20:30:34,Worcester,0,59854,0.000,12/02/2023 08:30:34 PM
Queen_Anne's2023-12-02T21:00:35,Queen Anne's,0,27547,0.000,12/02/2023 09:00:35 PM
Somerset2023-12-02T21:00:35,Somerset,0,11379,0.000,12/02/2023 09:00:35 PM
St._Mary's2023-12-02T21:00:35,St. Mary's,0,56107,0.000,12/02/2023 09:00:35 PM
Talbot2023-12-02T21:00:35,Talbot,0,23686,0.000,12/02/2023 09:00:35 PM
Allegany2023-11-17T09:45:36,Allegany,0,37284,0.000,11/17/2023 09:45:36 AM
Anne_Arundel2023-11-17T09:45:36,Anne Arundel,4,262690,0.002,11/17/2023 09:45:36 AM
Baltimore2023-11-17T09:45:36,Baltimore,139,377963,0.037,11/17/2023 09:45:36 AM
Baltimore_City2023-11-17T09:45:36,Baltimore City,4,286636,0.001,11/17/2023 09:45:36 AM
Allegany2023-11-21T14:00:39,Allegany,1,37286,0.003,11/21/2023 02:00:39 PM
Anne_Arundel2023-11-21T14:00:39,Anne Arundel,4,262720,0.002,11/21/2023 02:00:39 PM
Baltimore2023-11-21T14:00:39,Baltimore,74,378061,0.020,11/21/2023 02:00:39 PM
Allegany2023-12-02T20:45:34,Allegany,0,37319,0.000,12/02/2023 08:45:34 PM
Anne_Arundel2023-12-02T20:45:34,Anne Arundel,4,262854,0.002,12/02/2023 08:45:34 PM
Baltimore2023-12-02T20:45:34,Baltimore,10,378267,0.003,12/02/2023 08:45:34 PM
Calvert2023-11-17T09:45:36,Calvert,0,41931,0.000,11/17/2023 09:45:36 AM
Baltimore_City2023-11-21T14:00:39,Baltimore City,74,286653,0.026,11/21/2023 02:00:39 PM
Calvert2023-11-21T14:00:39,Calvert,0,41931,0.000,11/21/2023 02:00:39 PM
Caroline2023-11-21T14:00:39,Caroline,0,16272,0.000,11/21/2023 02:00:39 PM
Caroline2023-11-17T09:45:36,Caroline,0,16283,0.000,11/17/2023 09:45:36 AM
Carroll2023-11-17T09:45:36,Carroll,1,76545,0.001,11/17/2023 09:45:36 AM
Cecil2023-11-17T09:45:36,Cecil,9,50451,0.018,11/17/2023 09:45:36 AM
Charles2023-11-17T09:45:36,Charles,0,71555,0.000,11/17/2023 09:45:36 AM
Carroll2023-11-21T14:00:39,Carroll,5,76548,0.007,11/21/2023 02:00:39 PM
Cecil2023-11-21T14:00:39,Cecil,0,50435,0.000,11/21/2023 02:00:39 PM
Charles2023-11-21T14:00:39,Charles,3,71555,0.004,11/21/2023 02:00:39 PM
Dorchester2023-11-21T14:00:39,Dorchester,0,19978,0.000,11/21/2023 02:00:39 PM
Baltimore_City2023-12-02T20:45:34,Baltimore City,4,287060,0.001,12/02/2023 08:45:34 PM
Calvert2023-12-02T20:45:34,Calvert,0,41936,0.000,12/02/2023 08:45:34 PM
Caroline2023-12-02T20:45:34,Caroline,0,16167,0.000,12/02/2023 08:45:34 PM
Carroll2023-12-02T20:45:34,Carroll,0,76564,0.000,12/02/2023 08:45:34 PM
Cecil2023-12-02T20:45:34,Cecil,0,50413,0.000,12/02/2023 08:45:34 PM
Charles2023-12-02T20:45:34,Charles,0,71555,0.000,12/02/2023 08:45:34 PM
Dorchester2023-12-02T20:45:34,Dorchester,0,19760,0.000,12/02/2023 08:45:34 PM
Dorchester2023-11-17T09:45:36,Dorchester,0,19967,0.000,11/17/2023 09:45:36 AM
Frederick2023-11-17T09:45:36,Frederick,7,116375,0.006,11/17/2023 09:45:36 AM
Garrett2023-11-17T09:45:36,Garrett,0,20424,0.000,11/17/2023 09:45:36 AM
Harford2023-11-17T09:45:36,Harford,4,114796,0.003,11/17/2023 09:45:36 AM
Howard2023-11-17T09:45:36,Howard,0,139318,0.000,11/17/2023 09:45:36 AM
Kent2023-11-17T09:45:36,Kent,0,12372,0.000,11/17/2023 09:45:36 AM
Montgomery2023-11-17T09:45:36,Montgomery,4,383405,0.001,11/17/2023 09:45:36 AM
Prince_George's2023-11-17T09:45:36,Prince George's,4,350551,0.001,11/17/2023 09:45:36 AM
Queen_Anne's2023-11-17T09:45:36,Queen Anne's,4,27561,0.015,11/17/2023 09:45:36 AM
Frederick2023-12-02T20:45:34,Frederick,0,116444,0.000,12/02/2023 08:45:34 PM
Garrett2023-12-02T20:45:34,Garrett,0,20419,0.000,12/02/2023 08:45:34 PM
Harford2023-12-02T20:45:34,Harford,0,114839,0.000,12/02/2023 08:45:34 PM
Somerset2023-11-17T09:45:36,Somerset,0,11424,0.000,11/17/2023 09:45:36 AM
St._Mary's2023-11-17T09:45:36,St. Mary's,8,56107,0.014,11/17/2023 09:45:36 AM
Talbot2023-11-17T09:45:36,Talbot,0,23726,0.000,11/17/2023 09:45:36 AM
Washington2023-11-17T09:45:36,Washington,1,53965,0.002,11/17/2023 09:45:36 AM
Wicomico2023-11-17T09:45:36,Wicomico,1,50332,0.002,11/17/2023 09:45:36 AM
Worcester2023-11-17T09:45:36,Worcester,1,60029,0.002,11/17/2023 09:45:36 AM
Allegany2023-11-17T10:00:38,Allegany,0,37284,0.000,11/17/2023 10:00:38 AM
Anne_Arundel2023-11-17T10:00:38,Anne Arundel,4,262690,0.002,11/17/2023 10:00:38 AM
Frederick2023-11-21T14:00:39,Frederick,16,116375,0.014,11/21/2023 02:00:39 PM
Garrett2023-11-21T14:00:39,Garrett,0,20424,0.000,11/21/2023 02:00:39 PM
Harford2023-11-21T14:00:39,Harford,0,114811,0.000,11/21/2023 02:00:39 PM
Howard2023-11-21T14:00:39,Howard,4,139329,0.003,11/21/2023 02:00:39 PM
Kent2023-11-21T14:00:39,Kent,0,12367,0.000,11/21/2023 02:00:39 PM
Montgomery2023-11-21T14:00:39,Montgomery,190,383402,0.050,11/21/2023 02:00:39 PM
Howard2023-12-02T20:45:34,Howard,4,139365,0.003,12/02/2023 08:45:34 PM
Kent2023-12-02T20:45:34,Kent,0,12348,0.000,12/02/2023 08:45:34 PM
Montgomery2023-12-02T20:45:34,Montgomery,16,383429,0.004,12/02/2023 08:45:34 PM
Prince_George's2023-12-02T20:45:34,Prince George's,0,350583,0.000,12/02/2023 08:45:34 PM
Queen_Anne's2023-12-02T20:45:34,Queen Anne's,0,27547,0.000,12/02/2023 08:45:34 PM
Somerset2023-12-02T20:45:34,Somerset,0,11379,0.000,12/02/2023 08:45:34 PM
Garrett2023-11-16T03:00:36,Garrett,0,20424,0.000,11/16/2023 03:00:36 AM
Harford2023-11-16T03:00:36,Harford,0,114789,0.000,11/16/2023 03:00:36 AM
Howard2023-11-16T03:00:36,Howard,0,139306,0.000,11/16/2023 03:00:36 AM
Kent2023-11-16T03:00:36,Kent,0,12367,0.000,11/16/2023 03:00:36 AM
Montgomery2023-11-16T03:00:36,Montgomery,4,383404,0.001,11/16/2023 03:00:36 AM
Prince_George's2023-11-16T03:00:36,Prince George's,0,350549,0.000,11/16/2023 03:00:36 AM
Prince_George's2023-11-21T14:00:39,Prince George's,12,350542,0.003,11/21/2023 02:00:39 PM
Queen_Anne's2023-11-21T14:00:39,Queen Anne's,0,27556,0.000,11/21/2023 02:00:39 PM
St._Mary's2023-12-02T20:45:34,St. Mary's,0,56107,0.000,12/02/2023 08:45:34 PM
Talbot2023-12-02T20:45:34,Talbot,0,23686,0.000,12/02/2023 08:45:34 PM
Washington2023-12-02T20:45:34,Washington,0,53993,0.000,12/02/2023 08:45:34 PM
Wicomico2023-12-02T20:45:34,Wicomico,0,50246,0.000,12/02/2023 08:45:34 PM
Worcester2023-12-02T20:45:34,Worcester,0,59854,0.000,12/02/2023 08:45:34 PM
Washington2023-12-02T21:00:35,Washington,0,53993,0.000,12/02/2023 09:00:35 PM
Somerset2023-11-21T14:00:39,Somerset,12,11426,0.105,11/21/2023 02:00:39 PM
St._Mary's2023-11-21T14:00:39,St. Mary's,0,56107,0.000,11/21/2023 02:00:39 PM
Talbot2023-11-21T14:00:39,Talbot,0,23718,0.000,11/21/2023 02:00:39 PM
Washington2023-11-21T14:00:39,Washington,0,53965,0.000,11/21/2023 02:00:39 PM
Wicomico2023-11-21T14:00:39,Wicomico,0,50329,0.000,11/21/2023 02:00:39 PM
Worcester2023-11-21T14:00:39,Worcester,1,60014,0.002,11/21/2023 02:00:39 PM
Wicomico2023-12-02T21:00:35,Wicomico,0,50246,0.000,12/02/2023 09:00:35 PM
Worcester2023-12-02T21:00:35,Worcester,0,59854,0.000,12/02/2023 09:00:35 PM
Queen_Anne's2023-11-16T03:00:36,Queen Anne's,0,27554,0.000,11/16/2023 03:00:36 AM
Somerset2023-11-16T03:00:36,Somerset,0,11424,0.000,11/16/2023 03:00:36 AM
St._Mary's2023-11-16T03:00:36,St. Mary's,0,56107,0.000,11/16/2023 03:00:36 AM
Baltimore2023-11-17T10:00:38,Baltimore,139,377963,0.037,11/17/2023 10:00:38 AM
Dorchester2023-11-21T14:15:35,Dorchester,0,19978,0.000,11/21/2023 02:15:35 PM
Frederick2023-11-21T14:15:35,Frederick,18,116375,0.015,11/21/2023 02:15:35 PM
Garrett2023-11-21T14:15:35,Garrett,0,20424,0.000,11/21/2023 02:15:35 PM
Baltimore_City2023-11-17T10:00:38,Baltimore City,4,286636,0.001,11/17/2023 10:00:38 AM
Calvert2023-11-17T10:00:38,Calvert,0,41931,0.000,11/17/2023 10:00:38 AM
Caroline2023-11-17T10:00:38,Caroline,0,16282,0.000,11/17/2023 10:00:38 AM
Carroll2023-11-17T10:00:38,Carroll,1,76545,0.001,11/17/2023 10:00:38 AM
Harford2023-11-21T14:15:35,Harford,0,114811,0.000,11/21/2023 02:15:35 PM
Allegany2023-12-02T21:15:35,Allegany,0,37319,0.000,12/02/2023 09:15:35 PM
Cecil2023-11-17T10:00:38,Cecil,9,50451,0.018,11/17/2023 10:00:38 AM
Charles2023-11-17T10:00:38,Charles,0,71555,0.000,11/17/2023 10:00:38 AM
Dorchester2023-11-17T10:00:38,Dorchester,10,19967,0.050,11/17/2023 10:00:38 AM
Frederick2023-11-17T10:00:38,Frederick,8,116375,0.007,11/17/2023 10:00:38 AM
Garrett2023-11-17T10:00:38,Garrett,0,20424,0.000,11/17/2023 10:00:38 AM
Harford2023-11-17T10:00:38,Harford,4,114796,0.003,11/17/2023 10:00:38 AM
Howard2023-11-17T10:00:38,Howard,4,139318,0.003,11/17/2023 10:00:38 AM
Kent2023-11-17T10:00:38,Kent,0,12372,0.000,11/17/2023 10:00:38 AM
Montgomery2023-11-17T10:00:38,Montgomery,4,383405,0.001,11/17/2023 10:00:38 AM
Prince_George's2023-11-17T10:00:38,Prince George's,8,350551,0.002,11/17/2023 10:00:38 AM
Queen_Anne's2023-11-17T10:00:38,Queen Anne's,4,27561,0.015,11/17/2023 10:00:38 AM
Somerset2023-11-17T10:00:38,Somerset,0,11424,0.000,11/17/2023 10:00:38 AM
St._Mary's2023-11-17T10:00:38,St. Mary's,8,56107,0.014,11/17/2023 10:00:38 AM
Talbot2023-11-17T10:00:38,Talbot,0,23726,0.000,11/17/2023 10:00:38 AM
Washington2023-11-17T10:00:38,Washington,1,53965,0.002,11/17/2023 10:00:38 AM
Wicomico2023-11-17T10:00:38,Wicomico,1,50332,0.002,11/17/2023 10:00:38 AM
Worcester2023-11-17T10:00:38,Worcester,0,60029,0.000,11/17/2023 10:00:38 AM
Calvert2023-11-20T02:45:35,Calvert,0,41933,0.000,11/20/2023 02:45:35 AM
Howard2023-11-21T14:15:35,Howard,4,139329,0.003,11/21/2023 02:15:35 PM
Kent2023-11-21T14:15:35,Kent,0,12367,0.000,11/21/2023 02:15:35 PM
Montgomery2023-11-21T14:15:35,Montgomery,188,383402,0.049,11/21/2023 02:15:35 PM
Caroline2023-11-20T02:45:35,Caroline,0,16283,0.000,11/20/2023 02:45:35 AM
Prince_George's2023-11-21T14:15:35,Prince George's,11,350542,0.003,11/21/2023 02:15:35 PM
Queen_Anne's2023-11-21T14:15:35,Queen Anne's,0,27556,0.000,11/21/2023 02:15:35 PM
Somerset2023-11-21T14:15:35,Somerset,12,11424,0.105,11/21/2023 02:15:35 PM
St._Mary's2023-11-21T14:15:35,St. Mary's,0,56107,0.000,11/21/2023 02:15:35 PM
Talbot2023-11-21T14:15:35,Talbot,0,23718,0.000,11/21/2023 02:15:35 PM
Washington2023-11-21T14:15:35,Washington,0,53965,0.000,11/21/2023 02:15:35 PM
Wicomico2023-11-21T14:15:35,Wicomico,0,50329,0.000,11/21/2023 02:15:35 PM
Worcester2023-11-21T14:15:35,Worcester,1,60013,0.002,11/21/2023 02:15:35 PM
Frederick2023-11-22T14:15:36,Frederick,6,116375,0.005,11/22/2023 02:15:36 PM
Anne_Arundel2023-12-02T21:15:35,Anne Arundel,4,262854,0.002,12/02/2023 09:15:35 PM
Baltimore2023-12-02T21:15:35,Baltimore,5,378267,0.001,12/02/2023 09:15:35 PM
Baltimore_City2023-12-02T21:15:35,Baltimore City,4,287060,0.001,12/02/2023 09:15:35 PM
Calvert2023-12-02T21:15:35,Calvert,0,41936,0.000,12/02/2023 09:15:35 PM
Carroll2023-11-20T02:45:35,Carroll,0,76548,0.000,11/20/2023 02:45:35 AM
Cecil2023-11-20T02:45:35,Cecil,0,50437,0.000,11/20/2023 02:45:35 AM
Charles2023-11-20T02:45:35,Charles,0,71555,0.000,11/20/2023 02:45:35 AM
Dorchester2023-11-20T02:45:35,Dorchester,0,19981,0.000,11/20/2023 02:45:35 AM
Frederick2023-11-20T02:45:35,Frederick,0,116375,0.000,11/20/2023 02:45:35 AM
Garrett2023-11-20T02:45:35,Garrett,0,20424,0.000,11/20/2023 02:45:35 AM
Harford2023-11-20T02:45:35,Harford,0,114809,0.000,11/20/2023 02:45:35 AM
Howard2023-11-20T02:45:35,Howard,0,139316,0.000,11/20/2023 02:45:35 AM
Kent2023-11-20T02:45:35,Kent,0,12369,0.000,11/20/2023 02:45:35 AM
Montgomery2023-11-20T02:45:35,Montgomery,1,383408,0.000,11/20/2023 02:45:35 AM
Caroline2023-12-02T21:15:35,Caroline,0,16167,0.000,12/02/2023 09:15:35 PM
Carroll2023-12-02T21:15:35,Carroll,0,76564,0.000,12/02/2023 09:15:35 PM
Cecil2023-12-02T21:15:35,Cecil,0,50413,0.000,12/02/2023 09:15:35 PM
